State,City,Distribution Company,Consumer Category,Residential,Commercial / Non-Residential,EV Charging,Energy Charge (₹/kWh),Fixed Charge,Voltage Level,Effective Date,Source Page Number,Fuel Type,Price (₹/litre),Snapshot Date,Source_x,Implementing Agency,Charging Stations Count,Access Type,Source_y,Grid Emission Factor (kg CO2/kWh),Vehicle Class,Powertrain,Maintenance Cost (₹/km),Replacement Cost (₹),Replacement Cycle (Years),Location_Level,Cost_per_km_₹,CO2_per_km_kg,Tariff Year
Uttar Pradesh,Ghaziabad,,,,,,4.68,Estimated (Nat. Avg),,,,,,,,NTPC,2.0,Public,Govt. of India (MoP / PSU),0.716,3W,ICE,1.8,25000,7,City,,2.31,2024-25
Uttar Pradesh,Greater Noida,,,,,,4.68,Estimated (Nat. Avg),,,,,,,,NTPC,5.0,Public,Govt. of India (MoP / PSU),0.716,3W,ICE,1.8,25000,7,City,,2.31,2024-25
Uttar Pradesh,Noida,,,,,,4.68,Estimated (Nat. Avg),,,,,,,,EESL,4.0,Public,Govt. of India (MoP / PSU),0.716,3W,ICE,1.8,25000,7,City,,2.31,2024-25
Uttar Pradesh,Varanasi,,,,,,4.68,Estimated (Nat. Avg),,,,,,,,HPCL,2.0,Public,Govt. of India (MoP / PSU),0.716,3W,ICE,1.8,25000,7,City,,2.31,2024-25
Uttar Pradesh,Varanasi,,,,,,4.68,Estimated (Nat. Avg),,,,,,,,NTPC,2.0,Public,Govt. of India (MoP / PSU),0.716,3W,ICE,1.8,25000,7,City,,2.31,2024-25
Maharashtra,Mumbai,MERC (AEML/TPC-D),LT II (A) 0-20 kW,Yes,Yes,No,8.8,As per tariff,LT,1 April 2023,606,Petrol,104.21,2026-01-06,IOC,,,,,0.716,3W,EV,0.3,140000,5,City,8.27,0.716,2025-26
Maharashtra,Mumbai,MERC (AEML/TPC-D),LT II (A) 0-20 kW,Yes,Yes,No,8.8,As per tariff,LT,1 April 2023,606,Diesel,90.03,2026-01-06,IOC,,,,,0.716,3W,EV,0.3,140000,5,City,8.27,0.716,2025-26
Maharashtra,Mumbai,MERC (AEML/TPC-D),LT II (B) > 20 kW and ≤ 50 kW,Yes,Yes,No,8.8,As per tariff,LT,1 April 2023,606,Petrol,104.21,2026-01-06,IOC,,,,,0.716,3W,EV,0.3,140000,5,City,12.63,0.716,2025-26
Maharashtra,Mumbai,MERC (AEML/TPC-D),LT II (B) > 20 kW and ≤ 50 kW,Yes,Yes,No,8.8,As per tariff,LT,1 April 2023,606,Diesel,90.03,2026-01-06,IOC,,,,,0.716,3W,EV,0.3,140000,5,City,12.63,0.716,2025-26
Maharashtra,Mumbai,MERC (AEML/TPC-D),LT II (C) > 50 kW,Yes,Yes,No,8.8,As per tariff,LT,1 April 2023,607,Petrol,104.21,2026-01-06,IOC,,,,,0.716,3W,EV,0.3,140000,5,City,14.93,0.716,2025-26
Maharashtra,Mumbai,MERC (AEML/TPC-D),LT II (C) > 50 kW,Yes,Yes,No,8.8,As per tariff,LT,1 April 2023,607,Diesel,90.03,2026-01-06,IOC,,,,,0.716,3W,EV,0.3,140000,5,City,14.93,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II (A) 0-20 kW,Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,731,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,6.6,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II (B) > 20 kW and ≤ 50 kW,Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,731,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,10.33,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II (C) > 50 kW,Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,731,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,12.47,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II (A) 0-20 kW,Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,731,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,6.44,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II (B) > 20 kW and ≤ 50 kW,Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,731,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,10.07,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II (C) > 50 kW,Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,731,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,12.16,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT II: HT - Commercial,No,Yes,No,8.8,As per tariff,HT,1 April 2024,789,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,1.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT VI: HT - Group Housing Societies (Residential),Yes,No,No,8.8,As per tariff,HT,1 April 2024,789,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,166.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT IX: HT – Electric Vehicle Charging Station,No,No,Yes,8.8,As per tariff,HT,1 April 2024,789,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,804.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT I(A): LT - Residential- BPL Category (0-30 units),Yes,No,No,8.8,As per tariff,LT,1 April 2024,789,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,5.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(A): LT - Non- Residential (0-20 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,790,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,3.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(B): LT - Non- Residential (>20 kW and ≤ 50 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,790,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,1.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(C): LT - Non- Residential (Above 50 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,790,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,1.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III(A): LT - Public Water Works (0-20 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,790,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,347.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III(B): LT - Public Water Works (>20 kW-40 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,790,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,83.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III (C): LT - Public Water Works (Above 40 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,790,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,152.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT IV(B): LT -AG Metered-Pumpsets,Yes,No,No,8.8,As per tariff,LT,1 April 2024,791,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,9.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT IV(C): LT - AG Metered-Others,Yes,No,No,8.8,As per tariff,LT,1 April 2024,791,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,115.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT VIII – Electric Vehicle Charging Station,No,No,Yes,8.8,As per tariff,LT,1 April 2024,792,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,170.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT II: HT - Commercial,No,Yes,No,8.8,As per tariff,HT,1 April 2024,793,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,1.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT VI: HT - Group Housing Societies (Residential),Yes,No,No,8.8,As per tariff,HT,1 April 2024,793,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,170.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT IX: HT – Electric Vehicle Charging Station,No,No,Yes,8.8,As per tariff,HT,1 April 2024,793,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,1.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT I(A): LT - Residential- BPL Category (0-30 units),Yes,No,No,8.8,As per tariff,LT,1 April 2024,793,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,5.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(A): LT - Non- Residential (0-20 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,794,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,3.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(B): LT - Non- Residential (>20 kW and ≤ 50 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,794,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,1.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(C): LT - Non- Residential (Above 50 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,794,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,1.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III(A): LT - Public Water Works (0-20 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,794,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,358.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III(B): LT - Public Water Works (>20 kW-40 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,794,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,85.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III (C): LT - Public Water Works (Above 40 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,794,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,157.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT IV(B): LT -AG Metered-Pumpsets,Yes,No,No,8.8,As per tariff,LT,1 April 2024,794,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,10.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT IV(C): LT - AG Metered-Others,Yes,No,No,8.8,As per tariff,LT,1 April 2024,794,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,114.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT VIII – Electric Vehicle Charging Station,No,No,Yes,8.8,As per tariff,LT,1 April 2024,795,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,273.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT II: HT - Commercial,No,Yes,No,8.8,As per tariff,HT,1 April 2024,796,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,1.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT VI: HT - Group Housing Societies (Residential),Yes,No,No,8.8,As per tariff,HT,1 April 2024,796,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,174.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT IX: HT – Electric Vehicle Charging Station,No,No,Yes,8.8,As per tariff,HT,1 April 2024,796,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,1.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT I(A): LT - Residential-BPL Category (0-30 units),Yes,No,No,8.8,As per tariff,LT,1 April 2024,796,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,5.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(A): LT - Non- Residential (0-20 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,797,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,3.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(B): LT - Non- Residential (>20 kW and ≤ 50 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,797,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,996.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(C): LT - Non- Residential (Above 50 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,797,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,1.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III(A): LT - Public Water Works (0-20 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,797,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,375.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III(B): LT - Public Water Works (>20 kW- 40 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,797,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,89.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III (C): LT - Public Water Works (Above 40 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,797,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,163.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT IV(B): LT -AG Metered-Pumpsets,Yes,No,No,8.8,As per tariff,LT,1 April 2024,798,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,10.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT IV(C): LT - AG Metered-Others,Yes,No,No,8.8,As per tariff,LT,1 April 2024,798,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,115.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT VIII – Electric Vehicle Charging Station,No,No,Yes,8.8,As per tariff,LT,1 April 2024,798,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,410.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT II: HT - Commercial,No,Yes,No,8.8,As per tariff,HT,1 April 2024,800,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,2.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT VI: HT - Group Housing Societies (Residential),Yes,No,No,8.8,As per tariff,HT,1 April 2024,800,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,179.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT IX: HT – Electric Vehicle Charging Station,No,No,Yes,8.8,As per tariff,HT,1 April 2024,800,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,2.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT I(A): LT - Residential- BPL Category (0-30 units),Yes,No,No,8.8,As per tariff,LT,1 April 2024,800,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,5.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(A): LT - Non- Residential (0-20 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,801,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,3.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(B): LT - Non- Residential (>20 kW and ≤ 50 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,801,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,977.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(C): LT - Non- Residential (Above 50 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,801,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,1.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III(A): LT - Public Water Works (0-20 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,801,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,395.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III(B): LT - Public Water Works (>20 kW-40 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,801,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,93.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III (C): LT - Public Water Works (Above 40 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,801,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,172.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT IV(B): LT -AG Metered-Pumpsets,Yes,No,No,8.8,As per tariff,LT,1 April 2024,802,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,10.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT IV(C): LT - AG Metered-Others,Yes,No,No,8.8,As per tariff,LT,1 April 2024,802,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,117.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT VIII – Electric Vehicle Charging Station,No,No,Yes,8.8,As per tariff,LT,1 April 2024,802,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,611.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT II: HT - Commercial,No,Yes,No,8.8,As per tariff,HT,1 April 2024,804,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,2.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT VI: HT - Group Housing Societies (Residential),Yes,No,No,8.8,As per tariff,HT,1 April 2024,804,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,184.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,HT IX: HT – Electric Vehicle Charging Station,No,No,Yes,8.8,As per tariff,HT,1 April 2024,804,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,3.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT I(A): LT - Residential-BPL Category (0-30 units),Yes,No,No,8.8,As per tariff,LT,1 April 2024,804,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,5.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(A): LT - Non- Residential (0-20 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,805,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,4.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(B): LT - Non- Residential (>20 kW and ≤ 50 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,805,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,930.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT II(C): LT - Non- Residential (Above 50 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,805,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,1.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III(A): LT - Public Water Works (0-20 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,805,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,415.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III(B): LT - Public Water Works (>20 kW- 40 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,805,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,98.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT III (C): LT - Public Water Works (Above 40 kW),Yes,Yes,No,8.8,As per tariff,LT,1 April 2024,805,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,180.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT IV(B): LT -AG Metered-Pumpsets,Yes,No,No,8.8,As per tariff,LT,1 April 2024,806,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,10.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT IV(C): LT - AG Metered-Others,Yes,No,No,8.8,As per tariff,LT,1 April 2024,806,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,119.0,0.716,2025-26
Maharashtra,Maharashtra,MSEDCL,LT VIII – Electric Vehicle Charging Station,No,No,Yes,8.8,As per tariff,LT,1 April 2024,806,,,,,,,,,0.716,3W,EV,0.3,140000,5,State,879.0,0.716,2025-26
Delhi,Delhi,DERC,Domestic Upto 2 kW (0-200),Yes,No,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,3.0,0.716,2020-21
Delhi,Delhi,DERC,Domestic Upto 2 kW (0-200),Yes,No,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,3.0,0.716,2020-21
Delhi,Delhi,DERC,Domestic Upto 2 kW (0-200),Yes,No,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,3.0,0.716,2020-21
Delhi,Delhi,DERC,Domestic Upto 2 kW (0-200),Yes,No,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,3.0,0.716,2020-21
Delhi,Delhi,DERC,Domestic > 2-5 kW (201-400),Yes,No,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,4.5,0.716,2020-21
Delhi,Delhi,DERC,Domestic > 2-5 kW (201-400),Yes,No,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,4.5,0.716,2020-21
Delhi,Delhi,DERC,Domestic > 2-5 kW (201-400),Yes,No,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,4.5,0.716,2020-21
Delhi,Delhi,DERC,Domestic > 2-5 kW (201-400),Yes,No,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,4.5,0.716,2020-21
Delhi,Delhi,DERC,Domestic > 5-15 kW (401-800),Yes,No,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,6.5,0.716,2020-21
Delhi,Delhi,DERC,Domestic > 5-15 kW (401-800),Yes,No,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,6.5,0.716,2020-21
Delhi,Delhi,DERC,Domestic > 5-15 kW (401-800),Yes,No,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,6.5,0.716,2020-21
Delhi,Delhi,DERC,Domestic > 5-15 kW (401-800),Yes,No,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,6.5,0.716,2020-21
Delhi,Delhi,DERC,Non-Domestic Upto 3kVA,No,Yes,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,6.0,0.716,2020-21
Delhi,Delhi,DERC,Non-Domestic Upto 3kVA,No,Yes,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,6.0,0.716,2020-21
Delhi,Delhi,DERC,Non-Domestic Upto 3kVA,No,Yes,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,6.0,0.716,2020-21
Delhi,Delhi,DERC,Non-Domestic Upto 3kVA,No,Yes,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,6.0,0.716,2020-21
Delhi,Delhi,DERC,Non-Domestic Above 3kVA,No,Yes,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,8.5,0.716,2020-21
Delhi,Delhi,DERC,Non-Domestic Above 3kVA,No,Yes,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,8.5,0.716,2020-21
Delhi,Delhi,DERC,Non-Domestic Above 3kVA,No,Yes,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,8.5,0.716,2020-21
Delhi,Delhi,DERC,Non-Domestic Above 3kVA,No,Yes,No,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,8.5,0.716,2020-21
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging LT,No,No,Yes,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,4.5,0.716,2020-21
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging LT,No,No,Yes,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,4.5,0.716,2020-21
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging LT,No,No,Yes,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,4.5,0.716,2020-21
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging LT,No,No,Yes,3.0,20 Rs./kW/month,LT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,4.5,0.716,2020-21
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging HT,No,No,Yes,3.0,20 Rs./kW/month,HT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,4.0,0.716,2020-21
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging HT,No,No,Yes,3.0,20 Rs./kW/month,HT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,4.0,0.716,2020-21
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging HT,No,No,Yes,3.0,20 Rs./kW/month,HT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,4.0,0.716,2020-21
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging HT,No,No,Yes,3.0,20 Rs./kW/month,HT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,State,4.0,0.716,2020-21
Delhi,New Delhi,,,,,,3.0,20 Rs./kW/month,,,,Petrol,94.72,2026-01-06,IOC,,,,,0.716,3W,EV,0.3,140000,5,City,,0.716,2020-21
Delhi,New Delhi,,,,,,3.0,20 Rs./kW/month,,,,Diesel,87.67,2026-01-06,IOC,,,,,0.716,3W,EV,0.3,140000,5,City,,0.716,2020-21
Maharashtra,Pune,,,,,,8.8,As per tariff,,,,Petrol,103.88,2026-01-06,IOC,HPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,City,,0.716,2025-26
Maharashtra,Pune,,,,,,8.8,As per tariff,,,,Diesel,90.57,2026-01-06,IOC,HPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,3W,EV,0.3,140000,5,City,,0.716,2025-26
