State,City,Distribution Company,Consumer Category,Residential,Commercial / Non-Residential,EV Charging,Energy Charge (₹/kWh),Fixed Charge,Voltage Level,Effective Date,Source Page Number,Fuel Type,Price (₹/litre),Snapshot Date,Source_x,Implementing Agency,Charging Stations Count,Access Type,Source_y,Grid Emission Factor (kg CO2/kWh),Vehicle Class,Powertrain,Maintenance Cost (₹/km),Replacement Cost (₹),Replacement Cycle (Years),Location_Level,Cost_per_km_₹,CO2_per_km_kg
Delhi,Delhi,DERC,Domestic Upto 2 kW (0-200),Yes,No,No,3.0,20,LT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,3.0,0.716
Delhi,Delhi,DERC,Domestic Upto 2 kW (0-200),Yes,No,No,3.0,20,LT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,3.0,0.716
Delhi,Delhi,DERC,Domestic Upto 2 kW (0-200),Yes,No,No,3.0,20,LT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,3.0,0.716
Delhi,Delhi,DERC,Domestic Upto 2 kW (0-200),Yes,No,No,3.0,20,LT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,3.0,0.716
Delhi,Delhi,DERC,Domestic > 2-5 kW (201-400),Yes,No,No,4.5,50,LT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,4.5,0.716
Delhi,Delhi,DERC,Domestic > 2-5 kW (201-400),Yes,No,No,4.5,50,LT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,4.5,0.716
Delhi,Delhi,DERC,Domestic > 2-5 kW (201-400),Yes,No,No,4.5,50,LT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,4.5,0.716
Delhi,Delhi,DERC,Domestic > 2-5 kW (201-400),Yes,No,No,4.5,50,LT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,4.5,0.716
Delhi,Delhi,DERC,Domestic > 5-15 kW (401-800),Yes,No,No,6.5,100,LT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,6.5,0.716
Delhi,Delhi,DERC,Domestic > 5-15 kW (401-800),Yes,No,No,6.5,100,LT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,6.5,0.716
Delhi,Delhi,DERC,Domestic > 5-15 kW (401-800),Yes,No,No,6.5,100,LT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,6.5,0.716
Delhi,Delhi,DERC,Domestic > 5-15 kW (401-800),Yes,No,No,6.5,100,LT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,6.5,0.716
Delhi,Delhi,DERC,Non-Domestic Upto 3kVA,No,Yes,No,6.0,250,LT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,6.0,0.716
Delhi,Delhi,DERC,Non-Domestic Upto 3kVA,No,Yes,No,6.0,250,LT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,6.0,0.716
Delhi,Delhi,DERC,Non-Domestic Upto 3kVA,No,Yes,No,6.0,250,LT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,6.0,0.716
Delhi,Delhi,DERC,Non-Domestic Upto 3kVA,No,Yes,No,6.0,250,LT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,6.0,0.716
Delhi,Delhi,DERC,Non-Domestic Above 3kVA,No,Yes,No,8.5,250,LT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,8.5,0.716
Delhi,Delhi,DERC,Non-Domestic Above 3kVA,No,Yes,No,8.5,250,LT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,8.5,0.716
Delhi,Delhi,DERC,Non-Domestic Above 3kVA,No,Yes,No,8.5,250,LT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,8.5,0.716
Delhi,Delhi,DERC,Non-Domestic Above 3kVA,No,Yes,No,8.5,250,LT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,8.5,0.716
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging LT,No,No,Yes,4.5,-,LT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,4.5,0.716
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging LT,No,No,Yes,4.5,-,LT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,4.5,0.716
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging LT,No,No,Yes,4.5,-,LT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,4.5,0.716
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging LT,No,No,Yes,4.5,-,LT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,4.5,0.716
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging HT,No,No,Yes,4.0,-,HT,2020-21,1-2,,,,,EESL,85.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,4.0,0.716
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging HT,No,No,Yes,4.0,-,HT,2020-21,1-2,,,,,HPCL,7.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,4.0,0.716
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging HT,No,No,Yes,4.0,-,HT,2020-21,1-2,,,,,NTPC,12.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,4.0,0.716
Delhi,Delhi,DERC,E-Rickshaw/E-Vehicle Charging HT,No,No,Yes,4.0,-,HT,2020-21,1-2,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,4.0,0.716
Delhi,New Delhi,,,,,,,,,,,Petrol,94.72,2026-01-06,IOC,,,,,0.716,2W,EV,0.2,40000,5,City,,0.716
Delhi,New Delhi,,,,,,,,,,,Diesel,87.67,2026-01-06,IOC,,,,,0.716,2W,EV,0.2,40000,5,City,,0.716
Maharashtra,Pune,,,,,,,,,,,Petrol,103.88,2026-01-06,IOC,HPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Maharashtra,Pune,,,,,,,,,,,Diesel,90.57,2026-01-06,IOC,HPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Karnataka,Bengaluru,,,,,,,,,,,Petrol,99.84,2026-01-06,IOC,BPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Karnataka,Bengaluru,,,,,,,,,,,Petrol,99.84,2026-01-06,IOC,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Karnataka,Bengaluru,,,,,,,,,,,Petrol,99.84,2026-01-06,IOC,IOCL,20.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Karnataka,Bengaluru,,,,,,,,,,,Petrol,99.84,2026-01-06,IOC,NTPC,5.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Karnataka,Bengaluru,,,,,,,,,,,Petrol,99.84,2026-01-06,IOC,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Karnataka,Bengaluru,,,,,,,,,,,Diesel,89.02,2026-01-06,IOC,BPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Karnataka,Bengaluru,,,,,,,,,,,Diesel,89.02,2026-01-06,IOC,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Karnataka,Bengaluru,,,,,,,,,,,Diesel,89.02,2026-01-06,IOC,IOCL,20.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Karnataka,Bengaluru,,,,,,,,,,,Diesel,89.02,2026-01-06,IOC,NTPC,5.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Karnataka,Bengaluru,,,,,,,,,,,Diesel,89.02,2026-01-06,IOC,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Tamil Nadu,Chennai,,,,,,,,,,,Petrol,100.85,2026-01-06,IOC,EESL,4.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Tamil Nadu,Chennai,,,,,,,,,,,Petrol,100.85,2026-01-06,IOC,HPCL,2.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Tamil Nadu,Chennai,,,,,,,,,,,Petrol,100.85,2026-01-06,IOC,NTPC,4.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Tamil Nadu,Chennai,,,,,,,,,,,Diesel,92.49,2026-01-06,IOC,EESL,4.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Tamil Nadu,Chennai,,,,,,,,,,,Diesel,92.49,2026-01-06,IOC,HPCL,2.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Tamil Nadu,Chennai,,,,,,,,,,,Diesel,92.49,2026-01-06,IOC,NTPC,4.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Telangana,Hyderabad,,,,,,,,,,,Petrol,107.41,2026-01-06,IOC,BPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Telangana,Hyderabad,,,,,,,,,,,Petrol,107.41,2026-01-06,IOC,NTPC,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Telangana,Hyderabad,,,,,,,,,,,Petrol,107.41,2026-01-06,IOC,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Telangana,Hyderabad,,,,,,,,,,,Diesel,95.7,2026-01-06,IOC,BPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Telangana,Hyderabad,,,,,,,,,,,Diesel,95.7,2026-01-06,IOC,NTPC,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Telangana,Hyderabad,,,,,,,,,,,Diesel,95.7,2026-01-06,IOC,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
West Bengal,Kolkata,,,,,,,,,,,Petrol,103.94,2026-01-06,IOC,,,,,0.716,2W,EV,0.2,40000,5,City,,0.716
West Bengal,Kolkata,,,,,,,,,,,Diesel,92.02,2026-01-06,IOC,,,,,0.716,2W,EV,0.2,40000,5,City,,0.716
Gujarat,Ahmedabad,,,,,,,,,,,Petrol,94.49,2026-01-06,IOC,HPCL,3.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Gujarat,Ahmedabad,,,,,,,,,,,Petrol,94.49,2026-01-06,IOC,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Gujarat,Ahmedabad,,,,,,,,,,,Diesel,90.17,2026-01-06,IOC,HPCL,3.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Gujarat,Ahmedabad,,,,,,,,,,,Diesel,90.17,2026-01-06,IOC,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Rajasthan,Jaipur,,,,,,,,,,,Petrol,104.72,2026-01-06,IOC,HPCL,3.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Rajasthan,Jaipur,,,,,,,,,,,Diesel,90.21,2026-01-06,IOC,HPCL,3.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Uttar Pradesh,Lucknow,,,,,,,,,,,Petrol,94.69,2026-01-06,IOC,NTPC,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Uttar Pradesh,Lucknow,,,,,,,,,,,Diesel,87.8,2026-01-06,IOC,NTPC,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Madhya Pradesh,Bhopal,,,,,,,,,,,Petrol,106.47,2026-01-06,IOC,NTPC,7.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Madhya Pradesh,Bhopal,,,,,,,,,,,Diesel,91.88,2026-01-06,IOC,NTPC,7.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Odisha,Bhubaneswar,,,,,,,,,,,Petrol,100.93,2026-01-06,IOC,,,,,0.716,2W,EV,0.2,40000,5,City,,0.716
Odisha,Bhubaneswar,,,,,,,,,,,Diesel,92.51,2026-01-06,IOC,,,,,0.716,2W,EV,0.2,40000,5,City,,0.716
Andhra Pradesh,Visakhapatnam,,,,,,,,,,,,,,,HPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Andhra Pradesh,Visakhapatnam,,,,,,,,,,,,,,,NTPC,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Chhattisgarh,Raipur,,,,,,,,,,,,,,,EESL,2.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Goa,Goa,,,,,,,,,,,,,,,BPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,,0.716
Goa,Goa,,,,,,,,,,,,,,,EESL,3.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,State,,0.716
Gujarat,Baroda,,,,,,,,,,,,,,,HPCL,2.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Gujarat,Surat,,,,,,,,,,,,,,,HPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Gujarat,Surat,,,,,,,,,,,,,,,NTPC,2.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Haryana,Faridabad,,,,,,,,,,,,,,,NTPC,2.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Haryana,Gurugram,,,,,,,,,,,,,,,HPCL,4.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Haryana,Gurugram,,,,,,,,,,,,,,,NTPC,2.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Haryana,Gurugram,,,,,,,,,,,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Haryana,Panchkula,,,,,,,,,,,,,,,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Haryana,Panipat,,,,,,,,,,,,,,,HPCL,5.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Himachal Pradesh,Shimla,,,,,,,,,,,,,,,BPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Jharkhand,Ranchi,,,,,,,,,,,,,,,BPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Alazpuzha,,,,,,,,,,,,,,,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Ernakulam,,,,,,,,,,,,,,,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Ernakulam,,,,,,,,,,,,,,,NTPC,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Idukki,,,,,,,,,,,,,,,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Kasargod,,,,,,,,,,,,,,,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Kochi,,,,,,,,,,,,,,,HPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Kochi,,,,,,,,,,,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Kollam,,,,,,,,,,,,,,,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Kozhikode,,,,,,,,,,,,,,,PGCIL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Meenangadi,,,,,,,,,,,,,,,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Muriyil,,,,,,,,,,,,,,,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Shanghumukham,,,,,,,,,,,,,,,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Thiruvananthapuram,,,,,,,,,,,,,,,EESL,2.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Kerala,Thrissur,,,,,,,,,,,,,,,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Maharashtra,Expressway,,,,,,,,,,,,,,,BPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Maharashtra,Nagpur,,,,,,,,,,,,,,,BPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Maharashtra,Nagpur,,,,,,,,,,,,,,,EESL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Maharashtra,Nagpur,,,,,,,,,,,,,,,HPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Maharashtra,Vashi,,,,,,,,,,,,,,,HPCL,2.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Rajasthan,"Paota (Lhs), Jaipur",,,,,,,,,,,,,,,HPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Rajasthan,"Paota (Rhs), Jaipur",,,,,,,,,,,,,,,HPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Telangana,Nizamabad,,,,,,,,,,,,,,,BPCL,1.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Telangana,Secunderabad,,,,,,,,,,,,,,,HPCL,3.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Uttar Pradesh,Ghaziabad,,,,,,,,,,,,,,,NTPC,2.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Uttar Pradesh,Greater Noida,,,,,,,,,,,,,,,NTPC,5.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Uttar Pradesh,Noida,,,,,,,,,,,,,,,EESL,4.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Uttar Pradesh,Varanasi,,,,,,,,,,,,,,,HPCL,2.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Uttar Pradesh,Varanasi,,,,,,,,,,,,,,,NTPC,2.0,Public,Govt. of India (MoP / PSU),0.716,2W,EV,0.2,40000,5,City,,0.716
Maharashtra,Mumbai,MERC (AEML/TPC-D),LT II (A) 0-20 kW,Yes,Yes,No,8.27,470.0,LT,1 April 2023,606,Petrol,104.21,2026-01-06,IOC,,,,,0.716,3W,ICE,1.8,25000,7,City,104.21,2.31
Maharashtra,Mumbai,MERC (AEML/TPC-D),LT II (A) 0-20 kW,Yes,Yes,No,8.27,470.0,LT,1 April 2023,606,Diesel,90.03,2026-01-06,IOC,,,,,0.716,3W,ICE,1.8,25000,7,City,90.03,2.31
Maharashtra,Mumbai,MERC (AEML/TPC-D),LT II (B) > 20 kW and ≤ 50 kW,Yes,Yes,No,12.63,470.0,LT,1 April 2023,606,Petrol,104.21,2026-01-06,IOC,,,,,0.716,3W,ICE,1.8,25000,7,City,104.21,2.31
Maharashtra,Mumbai,MERC (AEML/TPC-D),LT II (B) > 20 kW and ≤ 50 kW,Yes,Yes,No,12.63,470.0,LT,1 April 2023,606,Diesel,90.03,2026-01-06,IOC,,,,,0.716,3W,ICE,1.8,25000,7,City,90.03,2.31
Maharashtra,Mumbai,MERC (AEML/TPC-D),LT II (C) > 50 kW,Yes,Yes,No,14.93,470.0,LT,1 April 2023,607,Petrol,104.21,2026-01-06,IOC,,,,,0.716,3W,ICE,1.8,25000,7,City,104.21,2.31
Maharashtra,Mumbai,MERC (AEML/TPC-D),LT II (C) > 50 kW,Yes,Yes,No,14.93,470.0,LT,1 April 2023,607,Diesel,90.03,2026-01-06,IOC,,,,,0.716,3W,ICE,1.8,25000,7,City,90.03,2.31
Maharashtra,Maharashtra,MSEDCL,LT II (A) 0-20 kW,Yes,Yes,No,6.6,,LT,1 April 2024,731,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT II (B) > 20 kW and ≤ 50 kW,Yes,Yes,No,10.33,,LT,1 April 2024,731,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT II (C) > 50 kW,Yes,Yes,No,12.47,,LT,1 April 2024,731,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT II (A) 0-20 kW,Yes,Yes,No,6.44,,LT,1 April 2024,731,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT II (B) > 20 kW and ≤ 50 kW,Yes,Yes,No,10.07,,LT,1 April 2024,731,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT II (C) > 50 kW,Yes,Yes,No,12.16,,LT,1 April 2024,731,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,HT II: HT - Commercial,No,Yes,No,1.0,446,HT,1 April 2024,789,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,HT VI: HT - Group Housing Societies (Residential),Yes,No,No,166.0,31,HT,1 April 2024,789,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,HT IX: HT – Electric Vehicle Charging Station,No,No,Yes,804.0,,HT,1 April 2024,789,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT I(A): LT - Residential- BPL Category (0-30 units),Yes,No,No,5.0,7,LT,1 April 2024,789,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT II(A): LT - Non- Residential (0-20 kW),Yes,Yes,No,3.0,1,LT,1 April 2024,790,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT II(B): LT - Non- Residential (>20 kW and ≤ 50 kW),Yes,Yes,No,1.0,274,LT,1 April 2024,790,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT II(C): LT - Non- Residential (Above 50 kW),Yes,Yes,No,1.0,249,LT,1 April 2024,790,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT III(A): LT - Public Water Works (0-20 kW),Yes,Yes,No,347.0,20,LT,1 April 2024,790,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT III(B): LT - Public Water Works (>20 kW-40 kW),Yes,Yes,No,83.0,8,LT,1 April 2024,790,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT III (C): LT - Public Water Works (Above 40 kW),Yes,Yes,No,152.0,13,LT,1 April 2024,790,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT IV(B): LT -AG Metered-Pumpsets,Yes,No,No,9.0,1,LT,1 April 2024,791,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT IV(C): LT - AG Metered-Others,Yes,No,No,115.0,30,LT,1 April 2024,791,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT VIII – Electric Vehicle Charging Station,No,No,Yes,170.0,,LT,1 April 2024,792,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,HT II: HT - Commercial,No,Yes,No,1.0,462,HT,1 April 2024,793,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,HT VI: HT - Group Housing Societies (Residential),Yes,No,No,170.0,32,HT,1 April 2024,793,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,HT IX: HT – Electric Vehicle Charging Station,No,No,Yes,1.0,,HT,1 April 2024,793,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
Maharashtra,Maharashtra,MSEDCL,LT I(A): LT - Residential- BPL Category (0-30 units),Yes,No,No,5.0,7,LT,1 April 2024,793,,,,,,,,,0.716,3W,ICE,1.8,25000,7,State,,2.31
